fetchWidth,decodeWidth,numFetchBufferEntries,numRobEntries,numRasEntries,numIntPhysRegisters,numFpPhysRegisters,numLdqEntries,numStqEntries,maxBrCount,mem_issueWidth,int_issueWidth,fp_issueWidth,DCacheParams_nWays,DCacheParams_nMSHRs,DCacheParams_nTLBEntries,ICacheParams_nWays,ICacheParams_nTLBEntries,ICacheParams_fetchBytes,cycle,power,time
4 3 24 96 16 112 112 32 32 12 1 2 1 8 8 16 8 16 2,69411.5000,0.0769,36178.3672
4 3 24 96 16 112 112 24 24 8 2 2 2 2 2 16 4 16 2,75211.5000,0.0696,36181.0206
4 3 24 96 16 112 112 32 32 12 1 2 1 8 8 16 8 16 2,69411.5000,0.0769,36186.4624
4 3 24 96 32 112 112 16 16 8 2 4 2 2 2 8 2 32 2,75070.0000,0.0751,36197.7740
4 3 24 96 16 112 112 32 32 12 1 2 1 8 4 8 4 8 2,69710.5000,0.0746,36231.2588
4 4 40 32 16 112 112 24 24 20 2 1 2 2 4 8 4 8 2,78586.5000,0.0880,42796.9266
4 4 8 64 24 112 112 8 8 16 2 2 2 2 8 16 2 32 2,79536.5000,0.0779,42931.2531
4 4 40 128 24 112 112 24 24 8 2 4 2 2 4 16 2 16 2,73324.0000,0.0791,42978.3239
4 4 40 32 16 112 112 32 32 8 2 4 2 2 2 32 4 16 2,77269.5000,0.0867,43021.0385
4 4 16 32 24 112 112 8 8 8 2 5 2 2 4 32 4 32 2,79071.5000,0.0690,43108.9549
4 4 8 128 24 112 112 8 8 12 1 3 1 4 4 32 2 32 2,77393.0000,0.0723,43128.3743
4 4 40 128 32 112 112 8 8 8 2 2 2 4 2 8 8 8 2,75810.0000,0.0711,43149.6583
4 4 40 96 16 112 112 8 8 12 2 1 2 8 2 32 8 8 2,75555.5000,0.0805,43160.0032
4 4 40 32 16 112 112 16 16 12 1 2 1 8 2 32 4 32 2,73448.0000,0.0714,43160.3662
4 4 8 32 24 112 112 32 32 16 2 5 2 8 8 8 4 8 2,79359.0000,0.1020,43174.7234
4 4 32 96 32 112 112 16 16 8 1 4 1 4 4 8 4 8 2,72004.0000,0.0716,43186.3198
4 4 32 128 24 112 112 24 24 12 1 3 1 4 8 16 8 32 2,71411.5000,0.0824,43192.2776
4 4 40 128 16 112 112 8 8 8 1 3 1 4 8 8 4 16 2,75300.0000,0.0686,43219.7675
4 4 40 64 32 112 112 8 8 8 1 5 1 8 8 32 2 32 2,73524.5000,0.0706,43295.0815
4 4 16 32 32 112 112 24 24 8 2 5 2 8 8 32 2 16 2,73617.0000,0.0793,43346.0830
4 4 8 128 16 112 112 16 16 12 1 1 1 8 2 8 8 16 2,72826.5000,0.0776,43365.3219
4 4 32 128 32 112 112 24 24 12 2 3 2 4 4 32 8 32 2,71011.0000,0.0863,43366.4921
4 4 32 64 24 112 112 16 16 12 1 3 1 2 8 8 2 8 2,73807.5000,0.0739,43434.8825
4 4 40 64 16 112 112 8 8 20 2 1 2 4 2 32 4 32 2,77702.5000,0.0853,43464.7369
4 4 40 96 32 112 112 24 24 8 2 1 2 2 8 16 2 16 2,74318.5000,0.0757,43499.0670
4 4 32 32 32 112 112 8 8 20 1 3 1 4 8 8 8 16 2,76218.0000,0.0825,43499.2014
4 4 16 96 16 112 112 8 8 20 1 3 1 8 4 8 4 32 2,73272.5000,0.0830,43527.8337
4 4 24 128 32 112 112 8 8 16 2 1 2 4 8 8 4 8 2,77329.0000,0.0817,43551.0849
4 4 24 64 24 112 112 24 24 12 1 2 1 8 8 16 2 32 2,69914.5000,0.0773,43602.9835
4 1 32 96 24 96 96 16 16 20 1 5 1 4 4 32 4 8 2,78646.0000,0.0675,21238.2341
4 1 8 32 16 96 96 8 8 12 1 4 1 4 2 8 2 16 2,76259.5000,0.0536,21358.4176
4 1 24 130 16 96 96 8 8 20 2 5 2 2 2 8 2 16 2,77543.5000,0.0702,21361.5079
4 1 8 128 24 96 96 8 8 12 2 2 2 4 2 16 4 8 2,79679.5000,0.0611,21362.5062
4 1 32 64 24 96 96 8 8 16 1 5 1 4 8 32 4 32 2,76734.0000,0.0631,21465.3765
4 1 16 32 16 96 96 24 24 16 1 3 1 4 2 32 2 16 2,78891.5000,0.0587,21466.2790
4 1 40 96 16 96 96 8 8 8 2 4 2 2 8 16 2 32 2,77911.5000,0.0602,21477.5305
4 1 8 32 16 96 96 16 16 12 2 3 2 8 4 8 2 16 2,77357.0000,0.0611,21495.1063
4 1 32 32 16 96 96 24 24 16 1 4 1 4 4 32 8 8 2,79104.5000,0.0625,21499.1982
4 1 40 64 16 96 96 32 32 20 2 4 2 8 8 16 4 32 2,77234.0000,0.0759,21504.2439
4 1 8 130 24 96 96 8 8 8 1 3 1 4 2 32 8 32 2,76272.5000,0.0556,21508.8228
4 1 40 96 16 96 96 8 8 8 2 5 2 8 8 32 8 16 2,74900.0000,0.0657,21544.3268
4 1 40 128 32 96 96 24 24 8 2 5 2 2 4 32 4 32 2,81274.0000,0.0654,21561.9975
4 1 16 32 24 96 96 24 24 16 1 5 1 8 2 32 4 32 2,76221.0000,0.0626,21570.3832
4 1 16 32 24 96 96 16 16 12 1 5 1 2 8 16 2 8 2,80832.5000,0.0581,21593.0942
4 1 8 96 32 96 96 16 16 12 1 5 1 2 2 16 4 8 2,80272.5000,0.0592,21594.7753
4 1 32 128 24 96 96 8 8 12 1 3 1 2 4 8 4 8 2,79543.5000,0.0580,21602.4824
4 1 35 96 32 96 96 32 32 8 2 5 2 8 2 8 8 16 2,76361.5000,0.0682,21608.6740
4 1 8 64 24 96 96 32 32 20 2 4 2 8 4 8 8 32 2,75716.0000,0.0751,21608.7638
4 1 40 128 24 96 96 24 24 16 1 1 1 2 2 32 8 8 2,81197.0000,0.0638,21656.7039
4 1 32 96 24 96 96 24 24 12 1 3 1 4 8 16 2 8 2,79944.0000,0.0606,21683.2900
4 1 35 130 16 96 96 8 8 20 1 5 1 2 2 16 4 16 2,77725.5000,0.0676,21704.4484
4 1 35 128 32 96 96 32 32 12 1 2 1 8 8 8 8 8 2,76271.0000,0.0653,21719.3690
4 1 40 96 16 96 96 24 24 8 1 5 1 8 2 16 8 16 2,76775.0000,0.0603,21780.7322
4 1 35 96 24 96 96 24 24 20 1 4 1 2 8 32 8 8 2,80151.0000,0.0691,21816.1914
4 1 32 32 32 96 96 24 24 12 2 2 2 2 2 16 2 8 2,79528.0000,0.0595,21878.4422
4 1 32 64 16 96 96 16 16 16 1 4 1 4 4 32 8 8 2,77502.0000,0.0625,21905.9312
4 1 35 64 32 96 96 24 24 8 1 5 1 2 4 32 4 8 2,80465.5000,0.0568,21928.2304
4 1 40 64 24 96 96 32 32 12 2 2 2 8 8 8 2 8 2,75355.0000,0.0672,21937.3298
4 2 24 96 32 96 96 24 24 20 2 4 2 2 8 8 2 8 2,73179.5000,0.0784,28522.3623
4 2 32 32 32 96 96 8 8 12 2 1 2 4 8 16 8 8 2,77707.0000,0.0639,28567.3135
4 2 24 32 16 96 96 32 32 8 2 1 2 2 2 8 4 16 2,77924.0000,0.0607,28609.3306
4 2 32 32 16 96 96 16 16 20 1 5 1 4 2 32 2 32 2,74786.5000,0.0688,28652.3962
4 2 24 96 16 96 96 8 8 20 1 2 1 2 4 32 2 32 2,78120.0000,0.0657,28656.1030
4 2 40 96 16 96 96 16 16 12 1 3 1 2 4 8 4 8 2,73881.0000,0.0630,28685.8886
4 2 40 32 32 96 96 8 8 20 2 5 2 4 2 16 2 32 2,76242.0000,0.0716,28705.4674
4 2 32 64 24 96 96 32 32 12 2 1 2 8 2 16 2 32 2,71476.5000,0.0696,28706.3206
4 2 24 128 24 96 96 16 16 16 2 3 2 8 8 32 4 32 2,70078.5000,0.0771,28744.5315
4 2 40 96 24 96 96 32 32 8 1 1 1 8 4 32 8 16 2,71623.0000,0.0639,28765.1149
4 2 8 130 32 96 96 32 32 16 1 2 1 4 4 8 8 16 2,72042.5000,0.0714,28783.2984
4 2 32 128 24 96 96 8 8 20 2 3 2 4 2 32 8 8 2,75989.5000,0.0754,28788.5187
4 2 32 64 16 96 96 32 32 20 1 1 1 2 2 8 2 32 2,76757.0000,0.0685,28792.7244
4 2 24 96 16 96 96 24 24 16 2 1 2 8 8 16 4 8 2,70634.0000,0.0748,28802.4095
4 2 8 130 32 96 96 8 8 16 2 5 2 2 4 16 4 16 2,77678.5000,0.0722,28809.8669
4 2 8 130 16 96 96 32 32 8 1 5 1 2 2 16 2 32 2,75765.0000,0.0655,28811.4038
4 2 40 130 16 96 96 8 8 12 2 5 2 2 2 32 2 8 2,77764.5000,0.0683,28815.0207
4 2 40 130 16 96 96 8 8 8 1 1 1 2 2 16 4 16 2,79645.5000,0.0559,28818.6674
4 2 32 96 24 96 96 16 16 8 1 5 1 2 2 16 8 32 2,75681.5000,0.0625,28855.6703
4 2 8 64 32 96 96 24 24 20 1 1 1 2 4 32 4 32 2,75212.0000,0.0673,28882.5523
4 2 32 32 16 96 96 32 32 16 2 1 2 8 8 16 4 8 2,73628.5000,0.0733,28913.8895
4 2 8 130 16 96 96 24 24 8 1 1 1 8 2 8 2 32 2,72425.0000,0.0606,28916.0414
4 2 24 130 24 96 96 8 8 20 2 1 2 4 4 32 8 32 2,77705.5000,0.0736,28921.7165
4 2 8 96 32 96 96 32 32 20 1 1 1 2 2 32 8 8 2,76679.0000,0.0708,28927.0042
4 2 24 64 16 96 96 24 24 20 1 5 1 8 8 32 4 16 2,69508.5000,0.0759,28963.7975
4 2 24 130 16 96 96 24 24 8 1 3 1 4 4 16 4 16 2,72406.0000,0.0623,28986.1612
4 2 24 96 24 96 96 8 8 12 1 5 1 2 2 8 4 32 2,78241.5000,0.0621,29020.0049
4 2 24 64 24 96 96 16 16 12 1 3 1 8 4 16 4 32 2,69986.5000,0.0633,29041.4712
4 2 16 64 16 96 96 24 24 20 2 2 2 2 4 8 2 8 2,74135.5000,0.0731,29057.4207
4 2 24 130 24 96 96 8 8 16 2 4 2 4 8 16 8 8 2,75619.0000,0.0749,29082.8245
4 3 24 96 32 96 96 8 8 20 1 4 1 2 8 32 4 32 2,77516.5000,0.0743,35677.3095
4 3 24 96 32 96 96 8 8 20 2 1 2 2 2 32 4 32 2,79183.5000,0.0740,35842.2438
4 3 24 96 16 96 96 32 32 12 2 2 2 2 4 8 4 8 2,73286.0000,0.0812,35860.9693
4 3 24 96 32 96 96 24 24 12 1 1 1 2 4 16 2 16 2,74729.0000,0.0668,35899.5932
4 3 24 96 32 96 96 8 8 8 1 4 1 4 2 8 4 32 2,75839.0000,0.0613,35936.7394
4 3 24 96 32 96 96 32 32 20 2 5 2 8 4 8 8 32 2,69010.5000,0.0998,35948.2180
4 3 24 96 16 96 96 16 16 12 2 2 2 2 2 32 8 16 2,75101.5000,0.0713,35979.1526
4 3 24 96 16 96 96 16 16 20 2 4 2 2 8 16 4 8 2,73369.0000,0.0837,35996.4122
4 3 24 96 16 96 96 24 24 8 1 4 1 2 8 32 8 8 2,74101.0000,0.0694,36078.9684
4 3 24 96 32 96 96 24 24 8 1 2 1 4 8 8 8 32 2,72053.5000,0.0675,36100.9766
4 3 24 96 16 96 96 32 32 20 2 2 2 4 4 16 8 8 2,71455.5000,0.0942,36276.6855
4 3 24 96 16 96 96 32 32 20 2 4 2 4 2 8 8 32 2,72656.0000,0.0963,36336.5737
4 4 40 96 32 96 96 32 32 8 2 5 2 4 2 16 4 16 2,73063.0000,0.0899,42776.4178
4 4 32 64 16 96 96 16 16 16 2 4 2 4 4 16 2 16 2,72204.5000,0.0837,42870.7476
4 4 16 96 16 96 96 16 16 16 1 3 1 8 2 32 2 32 2,70656.5000,0.0791,42936.0192
4 4 40 64 16 96 96 32 32 12 2 5 2 4 8 8 2 32 2,71623.5000,0.0955,42939.4313
4 4 32 128 24 96 96 32 32 20 1 1 1 2 8 8 8 16 2,73923.0000,0.1011,42944.4587
4 4 8 96 16 96 96 8 8 12 2 3 2 2 8 8 8 32 2,78802.5000,0.0764,42960.7101
4 4 16 96 24 96 96 24 24 12 1 3 1 2 2 32 2 16 2,75653.0000,0.0834,42977.4538
4 4 32 128 16 96 96 24 24 12 2 2 2 8 4 16 8 8 2,69105.5000,0.0859,43007.4726
4 4 32 96 32 96 96 16 16 20 1 4 1 4 2 16 2 32 2,73217.5000,0.0844,43034.6436
4 4 16 96 16 96 96 16 16 8 1 5 1 4 4 8 2 8 2,72241.0000,0.0708,43058.2666
4 4 16 96 24 96 96 8 8 8 2 2 2 4 4 32 4 16 2,76072.0000,0.0681,43063.9440
4 4 32 96 24 96 96 16 16 20 2 5 2 4 2 32 8 32 2,73121.0000,0.0935,43144.2734
4 4 16 96 16 96 96 8 8 20 2 3 2 8 8 16 8 16 2,73092.5000,0.0956,43161.2707
4 4 16 128 24 96 96 24 24 8 1 3 1 8 4 32 8 16 2,69510.0000,0.0759,43169.9957
4 4 40 64 24 96 96 24 24 16 2 4 2 8 8 16 8 8 2,69100.0000,0.0925,43187.9722
4 4 24 128 16 96 96 8 8 8 2 3 2 4 8 8 8 8 2,75463.0000,0.0797,43211.1332
4 4 16 64 32 96 96 16 16 8 2 5 2 2 2 16 2 8 2,75804.5000,0.0729,43215.3836
4 4 16 128 24 96 96 16 16 12 1 3 1 2 8 16 4 32 2,73329.5000,0.0757,43232.4664
4 4 32 32 24 96 96 16 16 8 2 4 2 8 2 16 4 16 2,72443.0000,0.0814,43247.1884
4 4 16 64 24 96 96 24 24 16 2 4 2 4 8 8 2 16 2,72157.0000,0.0874,43250.8813
4 4 40 64 32 96 96 24 24 12 2 1 2 2 4 32 2 16 2,74977.5000,0.0772,43276.3142
4 4 24 32 16 96 96 24 24 16 2 3 2 4 8 16 8 8 2,74679.5000,0.0852,43278.5576
4 4 16 128 16 96 96 32 32 12 2 5 2 8 2 16 4 8 2,69723.0000,0.0988,43282.0312
4 4 16 64 16 96 96 8 8 12 1 3 1 8 8 16 8 32 2,73157.0000,0.0728,43288.5308
4 4 16 64 24 96 96 32 32 12 1 5 1 4 2 8 2 16 2,73217.5000,0.0829,43328.2468
4 4 16 64 24 96 96 24 24 12 1 3 1 2 2 8 8 8 2,75803.0000,0.0743,43329.4146
4 4 32 128 32 96 96 32 32 8 2 1 2 4 8 16 2 8 2,72207.5000,0.0881,43360.9242
4 4 32 128 16 96 96 16 16 12 2 3 2 2 8 32 2 16 2,72965.5000,0.0803,43381.0288
4 4 8 128 32 96 96 16 16 12 1 3 1 2 8 32 2 32 2,74207.0000,0.0753,43405.8645
4 4 16 64 16 96 96 24 24 20 1 3 1 2 4 32 4 8 2,74348.5000,0.0846,43426.9598
4 4 8 96 24 96 96 16 16 20 2 3 2 8 4 16 8 32 2,72143.5000,0.0927,43455.4013
4 4 16 128 32 96 96 24 24 16 1 1 1 8 2 32 4 16 2,71460.0000,0.0819,43527.3825
4 4 16 96 32 96 96 32 32 8 1 1 1 4 2 16 4 8 2,74114.5000,0.0750,43599.4623
4 1 16 128 16 80 80 24 24 8 2 4 2 4 4 32 8 8 2,80409.5000,0.0645,21192.2561
4 1 32 96 24 80 80 32 32 8 1 2 1 4 8 8 2 32 2,80501.5000,0.0568,21272.1988
4 1 32 128 24 80 80 16 16 16 2 4 2 4 8 16 4 8 2,79152.5000,0.0685,21273.0490
4 1 35 32 24 80 80 24 24 20 2 4 2 8 2 8 8 8 2,75755.5000,0.0702,21319.7880
4 1 35 96 16 80 80 24 24 12 1 3 1 2 8 16 4 32 2,80701.5000,0.0591,21443.8696
4 1 24 130 32 80 80 16 16 12 2 1 2 4 4 16 8 32 2,80180.0000,0.0654,21472.9133
4 1 8 130 16 80 80 32 32 16 1 5 1 4 8 16 4 8 2,78403.5000,0.0678,21501.1348
4 1 16 32 24 80 80 8 8 16 2 3 2 2 4 32 8 32 2,78044.0000,0.0611,21504.9776
4 1 24 96 24 80 80 24 24 12 1 1 1 2 2 32 8 16 2,81197.0000,0.0576,21513.6127
4 1 35 128 32 80 80 8 8 20 2 3 2 2 4 16 4 32 2,77955.5000,0.0664,21542.4550
4 1 16 130 16 80 80 8 8 16 2 3 2 8 4 8 2 8 2,75151.5000,0.0660,21569.3492
4 1 16 96 24 80 80 24 24 12 2 4 2 4 2 32 2 16 2,79444.0000,0.0638,21577.3006
4 1 35 64 32 80 80 24 24 8 2 1 2 4 2 32 8 32 2,79843.5000,0.0596,21578.2733
4 1 24 128 24 80 80 8 8 12 2 2 2 4 2 32 4 8 2,79453.0000,0.0597,21582.8716
4 1 35 96 16 80 80 16 16 12 1 3 1 8 8 8 4 8 2,78160.0000,0.0593,21583.4933
4 1 32 128 24 80 80 24 24 20 2 1 2 4 4 16 2 16 2,80315.5000,0.0694,21591.7643
4 1 40 32 32 80 80 8 8 8 1 5 1 4 2 16 8 8 2,76384.0000,0.0537,21618.3461
4 1 32 32 32 80 80 32 32 20 1 2 1 8 8 16 2 16 2,76371.0000,0.0635,21630.5553
4 1 24 64 24 80 80 8 8 20 1 2 1 8 2 32 4 32 2,76023.5000,0.0592,21652.3928
4 1 32 130 32 80 80 8 8 12 1 2 1 4 4 32 8 16 2,80340.5000,0.0578,21654.5070
4 1 8 64 16 80 80 24 24 20 2 4 2 4 8 16 2 32 2,77631.0000,0.0690,21699.9721
4 1 16 64 32 80 80 16 16 20 1 2 1 4 4 16 2 8 2,78950.5000,0.0597,21708.0806
4 1 35 64 24 80 80 24 24 8 1 2 1 8 4 32 2 32 2,78048.5000,0.0541,21720.6610
4 1 24 96 32 80 80 8 8 20 2 3 2 2 2 16 8 8 2,77547.5000,0.0659,21747.5035
4 1 40 64 32 80 80 16 16 16 2 2 2 4 2 8 8 16 2,79096.5000,0.0630,21756.5553
4 1 35 130 16 80 80 24 24 20 1 2 1 8 8 16 2 16 2,76805.5000,0.0662,21813.2589
4 1 16 64 16 80 80 32 32 16 1 3 1 2 4 16 4 32 2,80569.0000,0.0603,21817.9974
4 1 40 32 32 80 80 32 32 16 2 1 2 8 8 16 4 8 2,79214.5000,0.0676,21961.6934
4 1 8 32 16 80 80 16 16 16 2 4 2 8 4 8 4 8 2,76293.0000,0.0645,21968.6207
4 1 40 128 24 80 80 16 16 20 2 3 2 4 8 32 4 32 2,78487.5000,0.0703,21985.0799
4 2 40 130 16 80 80 8 8 16 2 5 2 2 2 16 2 16 2,77764.5000,0.0703,28550.7105
4 2 24 32 24 80 80 16 16 12 1 5 1 8 4 8 8 8 2,72984.0000,0.0634,28620.8195
4 2 16 130 16 80 80 8 8 12 1 5 1 4 8 8 2 8 2,75976.5000,0.0643,28630.2722
4 2 24 32 32 80 80 24 24 8 1 3 1 4 2 32 8 16 2,75128.5000,0.0577,28659.7613
4 2 8 64 32 80 80 16 16 20 1 1 1 8 4 16 4 16 2,71827.5000,0.0656,28675.8489
4 2 8 64 24 80 80 8 8 12 1 2 1 2 8 32 8 16 2,78552.5000,0.0591,28680.7408
4 2 24 32 16 80 80 32 32 8 1 5 1 2 8 32 2 32 2,76675.5000,0.0617,28709.1364
4 2 24 130 32 80 80 16 16 20 2 1 2 8 8 16 2 16 2,71317.0000,0.0754,28744.4916
4 2 24 64 32 80 80 8 8 20 2 3 2 2 8 32 8 16 2,77916.0000,0.0712,28747.8436
